id,address,abuse_type_id,abuse_type_other,abuser,description,from_country,from_country_code,created_at
607034,14YF8v4REatv9DTRcYQ96hXjTrvAMNAFDw,4,,unknown,"the typical i have pictures of you, pay me or i send them to your fammily and friends","United States",US,2022-08-26T07:00:12.000000Z
607044,bc1q5r4gym5km345cf67mh7989nsrd8k5nhcmjnqd5,5,,Unkonwn,"Email reçu depuis la propre adresse. Piratage compte Microsoft et mail, puis tous compte qui y est relié, incluant ma banque.","United States",US,2022-08-26T07:05:48.000000Z
607054,bc1qtjw60fzscshv4lnlxa0rmk0tskateewpxtx34d,5,scam,unknown,"Angeblich PC gehackt und Bilder über Webcam gefertigt.","United States",US,2022-08-26T07:06:39.000000Z
607064,bc1q9duc2kd7u6xykayxwge4gusa8c0egj7a6dcgzz,5,,imf08.b.hostedmail.com,"I have to share bad news with you.

Approximately few months ago I have gained access to your devices, which you use for internet browsing.
After that, I have started tracking your internet activities.
Some time ago I hacked you and got access to your email accounts...","United States",US,2022-08-26T07:13:51.000000Z
607074,1KKV5Je364gey4r1stDKBswEGyFoqhJuxq,4,,email,"Typical blackmail scam - threatens to release sensitive information if you don't pay them $1590 USD. Baseless threats - do NOT pay","United States",US,2022-08-26T07:14:41.000000Z
607084,17g8bzF6fvGzWf2sWqbSx3vt66fbj7NTFm,1,,Spoof,"Salut
Comme vous l'avez peut-être remarqué, je vous ai envoyé un e-mail depuis votre compte de messagerie.

Cela signifie que j'ai un accès complet à votre compte de messagerie.
Je t'observe depuis quelques mois maintenant.
Le fait est que vous avez été infecté par un cheval de Troie via un site pour adultes que vous avez visité.
Si vous n'êtes pas familier avec cela, je vais vous expliquer.

Trojan me donne un accès et un contrôle complets sur votre appareil.
Cela signifie que je peux tout voir sur votre écran, allumer la caméra et le microphone, mais vous ne le savez pas.
J'ai également accès à tous vos contacts et à toute votre correspondance.

J'ai fait une vidéo montrant comment vous vous contentez dans la moitié gauche de l'écran et dans la droite moitié vous voyez la vidéo que vous avez regardée.
Vous ne pouviez pas savoir que la caméra fonctionnait.

En un clic de souris, je peux envoyer cette vidéo à tous vos mails et contacts sur les réseaux sociaux.
Je peux également afficher l'accès à toute votre correspondance de contact et aux messagers que vous utilisez.

Si vous voulez éviter cela, transférez le montant de 1450 EUR à mon adresse bitcoin (si vous ne savez pas comment faire, écrivez à Google : « Banxa ou MoonPay ou Simplex ou Transak »).

Mon adresse bitcoin (portefeuille BTC) est : 17g8bzF6fvGzWf2sWqbSx3vt66fbj7NTFm
Après réception du paiement, je supprimerai la vidéo et vous ne m'entendrez plus jamais.

Je vous donne 48 heures pour payer. J'ai un avis de lecture de cette lettre, et la minuterie fonctionnera lorsque vous verrez cette lettre.
Si je constate que vous avez partagé ce message avec quelqu'un d'autre, la vidéo sera immédiatement distribué.
Sincères salutations","United States",US,2022-08-26T07:19:23.000000Z
607094,bc1qgqcnpqgwgwa45dkgt2pk7v4xyl30ra5klvntj6,99,Scammer,"Instagram scammer","Scammer used hacked Instagram account to ask ""friends"" to invest in bitcoin mining","United States",US,2022-08-26T07:50:22.000000Z
607104,bc1qfg26zd8z7sf9s5ynujpr7m8f4cf49my6g96u4z,99,"fake crypto exchange",Bitquas.com,"This BTC address is used by Bitquas.com as a crypto exchange scam","United States",US,2022-08-26T07:59:45.000000Z
607114,bc1qf27zs0gyyfkankywsppx5dxgxm8lufgh9jhxw9,99,"fake crypto exchange",Bitquas.com,"This BTC address is used by Bitquas.com as a crypto exchange scam","United States",US,2022-08-26T08:01:06.000000Z
607124,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,1,,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,"Email claiming they have a video of me watching porn and have recorded it secretly through my phone","United States",US,2022-08-26T08:04:01.000000Z
607134,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,"[spoofs recipient email address]","Wondering how bad could this get? With just a single click of my mouse, this video can be sent to all your social networks, and e-mail contacts.
I can also share access to all your e-mail correspondence and messengers that you use.

All you have to do to prevent this from happening is - transfer bitcoins worth $1450 (USD) to my Bitcoin address (if you have no idea how to do this, you can open your browser and simply search: ""Buy Bitcoin"").

My bitcoin address (BTC Wallet) is: 17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ

After receiving a confirmation of your payment, I will delete the video right away, and that's it, you will never hear from me again.
You have 2 days (48 hours) to complete this transaction.
Once you open this e-mail, I will receive a notification, and my timer will start ticking.

Any attempt to file a complaint will not result in anything, since this e-mail cannot be traced back, same as my bitcoin id.
I have been working on this for a very long time by now; I do not give any chance for a mistake.","United States",US,2022-08-26T08:14:02.000000Z
607144,bc1q4gcjkk7frfs5ju904q69d5jmyhzp9u4j68pp4d,1,,Ransomware,"I was scammed by cityinvestgp, I got a message from a trader on my Instagram and told me about how high their profit after investing was, I decided to invest in the online trade but they kept asking for more money including withdrawal fee and it was until then I realized I was being scammed. I couldn't let go because I invested my savings as at that time. I had to make a research on how I could recover my funds from them and I came across the website REMOTESPYTECH (@) GMAIL COM after so many searches. I read several good reviews about the website from various scam victims they have helped and I decided to contact the website admin for help. I was opportune to get my money back from the scam brokers through the help of the website recovery professional, they recovered my investments for me with all the profits I was entitled to within two weeks of contacting them. You can write REMOTESPYTECH (@) gmailcom for help too if you a victim of any kind of scam They are experts at dealing with online scam and assisting victims in receiving reimbursement, tracking down digital fingerprints, cyber analysis and thorough investigation. They offer other services such as Phone cloning ( catching, monitoring and tracking a suspected cheating spouse ) Website hack Boost of credit scores Clearing of criminal records Fixes bad debts etc Contact them now!!! REMOTESPYTECH (@) GMAIL, COM Real deal assistance…","United States",US,2022-08-26T08:26:38.000000Z
607154,bc1qaljd9mhvt9nqjya99zaa7vywm2qywdv3yhk2u9,4,,"Mail spam","mail spam mail spam mail spam mail spam","United States",US,2022-08-26T08:50:12.000000Z
607164,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,inge.schuurmans@cuijk.nl,"Hello!
Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.

For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.

With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.

You may be asking yourself, ""But my PC has an active antivirus, how is this even possible? Why didn't I receive any notification?"" Well, the answer is simple: my malware uses drivers, where I update the signatures every four hours, making it undetectable, and hence keeping your antivirus silent.

I have a video of you wanking on the left screen, and on the right screen - the video you were watching while masturbating.
Wondering how bad could this get? With just a single click of my mouse, this video can be sent to all your social networks, and e-mail contacts.
I can also share access to all your e-mail correspondence and messengers that you use.

All you have to do to prevent this from happening is - transfer bitcoins worth $1450 (USD) to my Bitcoin address (if you have no idea how to do this, you can open your browser and simply search: ""Buy Bitcoin"").

My bitcoin address (BTC Wallet) is: 17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ","United States",US,2022-08-26T08:52:34.000000Z
607174,TXspNj9y321NgxkJci3RjQdcn9sFgjBjwN,2,,Logan,"asks money for good profit  and crypto signals","United States",US,2022-08-26T08:54:59.000000Z
607184,bc1qmuug7gxm7yy52ty5s4qfcr7v6vlyuzdyw50n0a,1,,raymoreno@yahoo.com,"thought what can I do with this data...
I recently came up with an interesting idea: to create a video clip in which you masturbate in one part of the
screen and watch a porn site in the other, such videos are now at the peak of popularity!
What happened amazed me!
OuY#
With one click, I can send this video to all your friends via email, social networks and instant messengers. I can also
publish access to all your emails and instant messengers that you use.
In addition, I found a lot of interesting things that I was able to publish on the Internet and send to friends.
?3=
If you don't want me to do it, send me 1700 $ (US dollar) in my bitcoin wallet.
My BTC wallet address:
bc1qmuug7gxm7yy52ty5s4qfcr7v6vlyuzdyw50n0a
If you do not know how to replenish such a wallet, use the Google search engine. There is nothing difficult in this.
As soon as funds arrive, I will see this and immediately remove all this garbage. After that we will forget each
other. I also promise to deactivate and remove all malware from your devices. Trust me, I keep my word. It's a fair
deal and the price is pretty low considering I've been checking your profile and traffic for a while.
A_
I give exactly two days (48 hours) from the moment of opening this letter for payment.
After this period, if I do not receive the specified amount from you, I will send everyone access to your accounts
and visited sites, personal data, and edited videos without warning.
Remember. I do not make mistakes, I do not advise you to joke with me, I have many opportunities.
There's no point complaining about me because they can't find me. Formatting the drive or destroying the device
won't help because I already have your data.
It makes no sense to write back to me - I do not write from personal mail and do not look at the answers.","United States",US,2022-08-26T08:57:02.000000Z
607194,bc1qgsf3wrf883lnfxagf04hejvappu6qeferwkwzw,1,,Scam,"Money loss can be terrible. It has the potential to drive you into a downward spiral, and it almost did in my situation. I had put my money into a platform, and everything appeared to be legitimate until it was too late for me to understand I had been duped. For days, I was depressed until a buddy remarked that he had heard of a platform that could assist. I reluctantly agreed to give them a chance, and it turned out to be the best decision I've ever made. My money was quickly recovered. Please be sure you understand what you're investing in and proceed with caution. You can contact them via email (support@ reversalpro.com) if you ever find yourself in a scenario similar to mine.","United States",US,2022-08-26T08:57:45.000000Z
607204,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,unknown,"Usual false claim that scammer has private video footage or access to private computer. Not true. They add a leaked password from shitty Adobe to support claim. Not true still.","United States",US,2022-08-26T09:00:13.000000Z
607214,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,"Unknown email","Scam email blackmailing for money","United States",US,2022-08-26T09:08:31.000000Z
607224,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,unknown,"scam email asking for bitcoins worth $1450 (USD)","United States",US,2022-08-26T09:09:56.000000Z
607234,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,"Some Scammer sending mail from my own mail","Got scam mail from my own mail id.","United States",US,2022-08-26T09:27:00.000000Z
607244,bc1qa9nn0xzdlqey58hd7kqgutlry9c04e5pf6sql2,5,,josefabernal72@yahoo.com,"-On this day, I hacked your device's operating system and got full access to your account ""user
"". I have been watching you closely for a long time.

I installed a virus on your system that allows me to control all your devices.
The virus software gives me access to all the controllers of your devices (microphone, video camera, keyboard, display). I have uploaded all your information, data, photos, browsing history to my servers. I have access to all your messengers, social networks, email, sync, chat history and contact list.
With one click, I can send this video to all your friends via email, social networks and instant messengers. I can also publish access to all your emails and instant messengers that you use.
In addition, I found a lot of interesting things that I was able to publish on the Internet and send to friends.

If you don't want me to do it, send me  1450  $ (US dollar) in my bitcoin wallet.
BTC  address:
bc1qa9nn0xzdlqey58hd7kqgutlry9c04e5pf6sql2

If you do not know how to replenish such a wallet, use the Google search engine. There is nothing difficult in this.
As soon as funds arrive, I will see this and immediately remove all this garbage. After that we will forget each other. I also promise to deactivate and remove all malware from your devices. Trust me, I keep my word. It's a fair deal and the price is pretty low considering I've been checking your profile and traffic for a while.","United States",US,2022-08-26T09:30:32.000000Z
607254,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,1,,"Own Email","Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.

For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.

With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.","United States",US,2022-08-26T09:33:35.000000Z
607264,bc1qa9nn0xzdlqey58hd7kqgutlry9c04e5pf6sql2,5,,josefabernal72@yahoo.com,"-On this day, I hacked your device's operating system and got full access to your account. I have been watching you closely for a long time.

I installed a virus on your system that allows me to control all your devices.
The virus software gives me access to all the controllers of your devices (microphone, video camera, keyboard, display). I have uploaded all your information, data, photos, browsing history to my servers. I have access to all your messengers, social networks, email, sync, chat history and contact list.
With one click, I can send this video to all your friends via email, social networks and instant messengers. I can also publish access to all your emails and instant messengers that you use.
In addition, I found a lot of interesting things that I was able to publish on the Internet and send to friends.

If you don't want me to do it, send me  1450  $ (US dollar) in my bitcoin wallet.
BTC  address:
bc1qa9nn0xzdlqey58hd7kqgutlry9c04e5pf6sql2

If you do not know how to replenish such a wallet, use the Google search engine. There is nothing difficult in this.
As soon as funds arrive, I will see this and immediately remove all this garbage. After that we will forget each other. I also promise to deactivate and remove all malware from your devices. Trust me, I keep my word. It's a fair deal and the price is pretty low considering I've been checking your profile and traffic for a while.","United States",US,2022-08-26T09:35:04.000000Z
607274,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,jptransit.net,"The sender spoofed my gnail address to make it seem like they had logged into my account. Claimed they had access to my camera and would release a video. Obviously this seems like email spoofing as I use 2 factor auth.","United States",US,2022-08-26T09:42:59.000000Z
607284,bc1qmuug7gxm7yy52ty5s4qfcr7v6vlyuzdyw50n0a,4,,"he was blackmailing me","Hi. I have bad news for you!
Syh?A8U-q
05.08.2022-On this day, I hacked your device's operating system and got full access to your account . I have been
watching you closely for a long time.
=ns%OM
I installed a virus on your system that allows me to control all your devices.
The virus software gives me access to all the controllers of your devices (microphone, video camera, keyboard,
display). I have uploaded all your information, data, photos, browsing history to my servers. I have access to all
your messengers, social networks, email, sync, chat history and contact list.
wzxd
I learned a lot about you!

I thought what can I do with this data...
I recently came up with an interesting idea: to create a video clip in which you masturbate in one part of the
screen and watch a porn site in the other, such videos are now at the peak of popularity!
What happened amazed me!
e80z
With one click, I can send this video to all your friends via email, social networks and instant messengers. I can also
publish access to all your emails and instant messengers that you use.
In addition, I found a lot of interesting things that I was able to publish on the Internet and send to friends.
o,E
If you don't want me to do it, send me 1000 $ (US dollar) in my bitcoin wallet.
BTC address:
bc1qmuug7gxm7yy52ty5s4qfcr7v6vlyuzdyw50n0a
By some how he have my picture","United States",US,2022-08-26T09:51:10.000000Z
607294,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,oki-27-0-23-27.jptransit.net,"Email content as follows below, a spoofed email was received to make it look like the sender was from my own email address. But checking the original email header, we can see it's received from: ""jptransit.net""

Received: from oki-27-0-23-27.jptransit.net (oki-27-0-23-27.jptransit.net. [27.0.23.27])
Received-SPF: softfail (google.com: domain of transitioning <redacted-my-email> @gmail.com does not designate 27.0.23.27 as permitted sender) client-ip=27.0.23.27;

Email content:
===========================

Hello!
Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.

For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.

With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.","United States",US,2022-08-26T09:56:43.000000Z
607304,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,1,,"under my email","Hello!
Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.
 
.......
All you have to do to prevent this from happening is - transfer bitcoins worth $1450 (USD) to my Bitcoin address (if you have no idea how to do this, you can open your browser and simply search: ""Buy Bitcoin"").
 
My bitcoin address (BTC Wallet) is: 17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ
 
After receiving a confirmation of your payment, I will delete the video right away, and that's it, you will never hear from me again.
You have 2 days (48 hours) to complete this transaction.
Once you open this e-mail, I will receive a notification, and my timer will start ticking.
.....","United States",US,2022-08-26T09:59:20.000000Z
607314,bc1q7guxhmewnlw4rwtxtl98hksxzneuqt8yxp0uaz,5,"sextortion scam",unkown,"Angeblich PC gehackt und Videos über Webcam aufgenommen.","United States",US,2022-08-26T10:08:21.000000Z
607324,1CUushMGbmk56hkgZsxcKXTAs2Y8ogHhnY,5,,cateyesxpi@storage.com,"(...) j'ai déjà fait une capture d'écran. Nous avons créé une vidéo
avec une bobine pornographique que vous regardiez à l'époque et
que vous vous masturbiez. Votre visage est parfaitement visible
et je ne pense pas que ce type de contenu aura un effet positif
sur votre réputation.

J'ai un accès complet à votre liste de contacts et à votre profil
de réseau social. Je peux envoyer cette vidéo à partir de votre
e-mail ou des messagers partout dans le monde.

Si vous voulez éviter cela, il vous suffit de faire une simple
étape.

Transférez simplement 10000 EUR (EURO) = 0,990364 BTC vers le
portefeuille Bitcoin : 1CUushMGbmk56hkgZsxcKXTAs2Y8ogHhnY
(copier et coller l'adresse - c'est sensible à la casse)","United States",US,2022-08-26T10:30:56.000000Z
607334,1CUushMGbmk56hkgZsxcKXTAs2Y8ogHhnY,5,,officexpi@storage.com,"Twój system został zhakowany wirusem trojańskim. Przeniknął do 
Twojego urządzenia przez odwiedzane przez Ciebie portale dla 
dorosłych.

Niektóre pikantne filmy zawierają złośliwy kod aktywowany 
natychmiast po włączeniu. Wszystkie dane zostały już skopiowane 
na mój serwer.

Mam pełną kontrolę nad urządzeniem, którego używasz do 
przeglądania internetu. Widzę twój ekran i używam mikrofonu oraz 
kamery, nawet nie zauważając.

Zrobiłem już zrzut ekranu. Stworzyliśmy film z pornograficzną 
rolką, którą wtedy oglądałeś i masturbowałeś. Twoja twarz jest 
doskonale widoczna i nie sądzę, aby tego typu treści miały 
jakikolwiek pozytywny wpływ na twoją reputację.

Mam pełny dostęp do Twojej listy kontaktów i profilu w sieci 
społecznościowej. Mogę wysłać ten film z Twojego e-maila lub 
komunikatorów na cały świat.

Jeśli chcesz tego uniknąć, wystarczy wykonać jeden prosty krok.

Po prostu przelej 10000 EUR (EURO) = 0,997364 BTC do portfela","United States",US,2022-08-26T11:08:48.000000Z
607344,bc1q6x4kev9pefay37uctaq9ggqmxrg7a6txn2tanf,4,,unknown,"phishing email claiming they hacked my accounts. General email nothing was hacked. Wallet was linked in the email asking for $960 USD.

""Everything you are required to do is a single transfer of $960 USD to my account (or amount equivalent to bitcoin depending on exchange rate at the moment of transfer),
and once the transaction is complete, I will straight away remove all the dirty content exposing you.
After that, you can even forget that you have come across me. Moreover, I swear that all the harmful software will be removed from all devices of yours as well.
Make no doubt that I will fulfill my part.""","United States",US,2022-08-26T11:14:32.000000Z
607354,17g8bzF6fvGzWf2sWqbSx3vt66fbj7NTFm,1,,"disguised adress","Salut
Comme vous l'avez peut-être remarqué, je vous ai envoyé un e-mail depuis votre compte de messagerie.

Cela signifie que j'ai un accès complet à votre compte de messagerie.
Je t'observe depuis quelques mois maintenant.
Le fait est que vous avez été infecté par un cheval de Troie via un site pour adultes que vous avez visité.
Si vous n'êtes pas familier avec cela, je vais vous expliquer.

Trojan me donne un accès et un contrôle complets sur votre appareil.
Cela signifie que je peux tout voir sur votre écran, allumer la caméra et le microphone, mais vous ne le savez pas.
J'ai également accès à tous vos contacts et à toute votre correspondance.

J'ai fait une vidéo montrant comment vous vous contentez dans la moitié gauche de l'écran et dans la droite moitié vous voyez la vidéo que vous avez regardée.
Vous ne pouviez pas savoir que la caméra fonctionnait.

En un clic de souris, je peux envoyer cette vidéo à tous vos mails et contacts sur les réseaux sociaux.
Je peux également afficher l'accès à toute votre correspondance de contact et aux messagers que vous utilisez.

Si vous voulez éviter cela, transférez le montant de 1450 EUR à mon adresse bitcoin (si vous ne savez pas comment faire, écrivez à Google : « Banxa ou MoonPay ou Simplex ou Transak »).

Mon adresse bitcoin (portefeuille BTC) est : 17g8bzF6fvGzWf2sWqbSx3vt66fbj7NTFm
Après réception du paiement, je supprimerai la vidéo et vous ne m'entendrez plus jamais.

Je vous donne 48 heures pour payer. J'ai un avis de lecture de cette lettre, et la minuterie fonctionnera lorsque vous verrez cette lettre.
Si je constate que vous avez partagé ce message avec quelqu'un d'autre, la vidéo sera immédiatement distribué.
Sincères salutations","United States",US,2022-08-26T11:27:52.000000Z
607364,1FcYLik8S53bZzSm8h19DaLM8H44EQvMH,99,scam,unknown,"apartment for rent scam","United States",US,2022-08-26T11:41:10.000000Z
607374,bc1qjewu92llhfp3zvxjmgjrme9t7f38g957n540eh,4,,info@soukai.biz,"Typical mass spam e-mail claiming to have installed a trojan virus through an adult website I supposedly visit regularly. Also claiming to have screenshots of me ""reaching orgasms"" which is just a weird way to say it anyway. Since it's my professional laptop without webcam it would be quite impressive if it was actually true though let's be realistic.
Only way to reach a lower effort scam attempt if it was somehow send by a nigerian prince. 
He wanted me to send 1,200 euros in bitcoin to his wallet and send a threat not to report it or he'd make the details public. Obviously won't do that and advise anyone not to do so either.","United States",US,2022-08-26T11:53:06.000000Z
607384,bc1quv2l07cec2pluq6qgpv95fu990mjlm7ljqksky,1,,"random spammer email","bogus extortion attempt.  Claims to have video of me cheating on my partner.  They have no video","United States",US,2022-08-26T11:54:56.000000Z
607394,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,1,,"anonymous -spoofs victims own email address","sends email demanding payment for not disclosing video of victim masturbating. Claims to have such video because he infected the victims computer and has full control over all victim's devices. The email appears as it has been sent from the victim's email address herself to the same address","United States",US,2022-08-26T12:00:59.000000Z
607404,bc1q7cjq2qw59caztt8pjle734y7h8wk76mq2kjxpp,4,,Blackmail,"Is this real please help","United States",US,2022-08-26T12:04:50.000000Z
607414,17g8bzF6fvGzWf2sWqbSx3vt66fbj7NTFm,1,,abused-ftp@cri.uvsq.fr,"alut
Comme vous l'avez peut-&#234;tre remarqu&#233;, je vous ai envoy&#233; un e-mail depuis votre compte de messagerie.

Cela signifie que j'ai un acc&#232;s complet &#224; votre compte de messagerie.
Je t'observe depuis quelques mois maintenant.
Le fait est que vous avez &#233;t&#233; infect&#233; par un cheval de Troie via un site pour adultes que vous avez visit&#233;.
Si vous n'&#234;tes pas familier avec cela, je vais vous expliquer.

Trojan me donne un acc&#232;s et un contr&#244;le complets sur votre appareil.
Cela signifie que je peux tout voir sur votre &#233;cran, allumer la cam&#233;ra et le microphone, mais vous ne le savez pas.
J'ai &#233;galement acc&#232;s &#224; tous vos contacts et &#224; toute votre correspondance.

J'ai fait une vid&#233;o montrant comment vous vous contentez dans la moiti&#233; gauche de l'&#233;cran et dans la droite
+moiti&#233; vous voyez la vid&#233;o que vous avez regard&#233;e.
Vous ne pouviez pas savoir que la cam&#233;ra fonctionnait.","United States",US,2022-08-26T12:20:42.000000Z
607424,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,99,giveawayscam,tesla-mining.info,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T12:34:21.000000Z
607434,bc1qrxeecc52dfktp4qw32fpfmgwzn99udk3chr7va,99,giveawayscam,elon-doge.com,"This is a cryptocurrency giveaway scam","United States",US,2022-08-26T12:37:42.000000Z
607444,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,Unknown,"Scam email sent from ‘own’ email address advising has a vid of masturbation to porn.","United States",US,2022-08-26T12:42:52.000000Z
607454,16snsQ1j2nJDba5EKh7nFcWHh3rxoACxzA,4,,desarrollo@rfv-truck-parts-accessories.com.mx,"Typical ""I have bad news, i did see you watching porn and will share it"" scam attempt","United States",US,2022-08-26T12:54:35.000000Z
607464,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,"sextortion phishing","Routine fake sextortion scam stating they have video of the recipient","United States",US,2022-08-26T13:04:34.000000Z
607474,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.bitcoinregister.online) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-26T13:05:22.000000Z
607484,16snsQ1j2nJDba5EKh7nFcWHh3rxoACxzA,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.bitcoinregister.online) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-26T13:06:02.000000Z
607494,bc1q7cjq2qw59caztt8pjle734y7h8wk76mq2kjxpp,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.bitcoinregister.online) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-26T13:07:03.000000Z
607504,1CUushMGbmk56hkgZsxcKXTAs2Y8ogHhnY,3,"Bitcoin tumbler","Bitcoin tumbler","I lost my money to an online scammer last month through crypto currency Bitcoin transactions, I tried all I could to get the money back at a point i came across a United States crypto recovery expert agency.  Visit: (www.bitcoinregister.online) an agency helping a lot of people in getting back their funds, I got in contact with them and I provided all information they needed for the recovery, within 48hours they got back my money, I confirmed the payment in my wallet account. Please if you are a victim of online scam quickly contact them to recover all your lost money easily.","United States",US,2022-08-26T13:08:04.000000Z
607514,13REhCyhJbyQbqrsYfQSmBjiC2smLwToto,5,,dav@icognito.com,"try to get money by treatening about porn sites
email came from: dav@icognito.com","United States",US,2022-08-26T13:13:59.000000Z
607524,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,"Pathetic Scammer","Email claiming access to my computer and says the webcam and mic are on, however no mic or webcam on computer.","United States",US,2022-08-26T13:59:26.000000Z
607534,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,4,,"Waiting for the payment.","Hello!
Have you recently noticed that I have e-mailed you from your account?
Yes, this simply means that I have total access to your device.
For the last couple of months, I have been watching you.
Still wondering how is that possible? Well, you have been infected with malware originating from an adult website that you visited. You may not be familiar with this, but I will try explaining it to you.
With help of the Trojan Virus, I have complete access to a PC or any other device.
This simply means I can see you at any time I wish to on your screen by simply turning on your camera and microphone, without you even noticing it. In addition, I have also got access to your contacts list and all your correspondence.

You may be asking yourself, ""But my PC has an active antivirus, how is this even possible? Why didn't I receive any notification?"" Well, the answer is simple: my malware uses drivers, where I update the signatures every four hours, making it undetectable, and hence keeping your antivirus silent.
I have a video of you wanking on the left screen, and on the right screen - the video you were watching while masturbating.
Wondering how bad could this get? With just a single click of my mouse, this video can be sent to all your social networks, and e-mail contacts.
I can also share access to all your e-mail correspondence and messengers that you use.
All you have to do to prevent this from happening is - transfer bitcoins worth $1450 (USD) to my Bitcoin address (if you have no idea how to do this, you can open your browser and simply search: ""Buy Bitcoin"").
My bitcoin address (BTC Wallet) is: 17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ
After receiving a confirmation of your payment, I will delete the video right away, and that's it, you will never hear from me again.
You have 2 days (48 hours) to complete this transaction.
If, by any chance I find out that you have shared this message with anybody else, I will broadcast your video as mentioned above.","United States",US,2022-08-26T14:04:15.000000Z
607544,17wkbqoaUCUUxw3N1QocutFJTH47Zb8jPQ,5,,Unknown,"This person has emailed me from
My own account and has demanded $1400 to this bitcoin account","United States",US,2022-08-26T14:21:19.000000Z
